20	-4	0.18391	-0.9033	-8.2422	-0.53445
20	-5	0.18557	-1.12564	-8.11695	-0.41927
20	-6	0.18218	-1.3534	-7.9781	-0.29423
20	-7	0.18413	-1.61313	-7.80839	-0.20957
20	-8	0.17684	-1.863	-7.61602	-0.11931
19	-8	0.18244	-2.12134	-7.44767	-0.17
18	-8	0.18654	-2.36008	-7.25813	-0.20575
17	-8	0.19261	-2.6183	-7.04965	-0.23883
16	-8	0.17626	-2.87538	-6.81639	-0.27029
15	-8	0.15322	-3.14253	-6.56574	-0.31644
14	-8	0.13979	-3.40395	-6.30154	-0.35607
13	-8	0.10714	-3.61911	-6.01054	-0.39237
12	-8	0.04856	-3.88068	-5.73583	-0.44902
11	-8	-0.0298	-4.10104	-5.38892	-0.45975
10	-8	-0.10895	-4.29908	-5.07023	-0.48931
9	-8	-0.21888	-4.48876	-4.7316	-0.51231
8	-8	-0.35059	-4.65307	-4.3997	-0.55909
7	-8	-0.49285	-4.783	-4.02686	-0.53581
6	-8	-0.66416	-4.89999	-3.66399	-0.5425
5	-8	-0.8842	-4.97068	-3.28472	-0.53622
4	-8	-1.12431	-5.03128	-2.9414	-0.53523
3	-8	-1.38027	-5.06547	-2.5987	-0.5152
2	-8	-1.66134	-5.06613	-2.26966	-0.51039
1	-8	-1.95966	-5.04332	-1.96637	-0.48542
0	-8	-2.27282	-4.99414	-1.689	-0.48462
-1	-8	-2.58265	-4.90534	-1.42663	-0.45974
-2	-8	-2.91774	-4.80455	-1.20128	-0.43011
-3	-8	-3.27256	-4.68536	-0.98842	-0.4055
-4	-8	-3.61348	-4.52032	-0.78596	-0.3604
-5	-8	-3.9284	-4.34332	-0.60866	-0.34254
-6	-8	-4.27136	-4.15088	-0.46904	-0.29783
-7	-8	-4.5884	-3.94444	-0.3309	-0.24726
-8	-8	-4.90572	-3.7167	-0.23658	-0.22476
-9	-8	-5.19341	-3.4988	-0.13686	-0.17698
-10	-8	-5.49043	-3.27528	-0.06129	-0.14574
-11	-8	-5.74445	-3.03629	0.0032	-0.12408
-12	-8	-5.98898	-2.79371	0.06058	-0.07242
-13	-8	-6.21346	-2.53688	0.09558	-0.04051
-14	-8	-6.42874	-2.30632	0.14246	-0.0365
-15	-8	-6.60169	-2.06845	0.16109	0.02696
-16	-8	-6.75647	-1.87214	0.18337	0.03523
-17	-8	-6.88538	-1.65641	0.19317	0.06349
-18	-8	-7.0036	-1.47217	0.20858	0.07509
-19	-8	-7.05982	-1.28781	0.21572	0.1044
-20	-8	-7.12151	-1.11673	0.2211	0.13258
-20	-7	-7.29124	-0.97349	0.22	0.089
-20	-6	-7.44243	-0.82003	0.22697	0.05766
-20	-5	-7.55691	-0.70071	0.21759	-0.00288
-20	-4	-7.64616	-0.57606	0.22969	-0.05031
-20	-3	-7.71339	-0.47516	0.22397	-0.09715
-20	-2	-7.74889	-0.36888	0.21658	-0.17133
-20	-1	-7.76908	-0.27874	0.21624	-0.24179
-20	0	-7.73302	-0.19686	0.21665	-0.32017
-19	0	-7.68647	-0.25597	0.20682	-0.39345
-18	0	-7.61763	-0.30679	0.20255	-0.47842
-17	0	-7.52672	-0.34685	0.19273	-0.56971
-16	0	-7.39426	-0.4124	0.1729	-0.65005
-15	0	-7.2318	-0.47676	0.14272	-0.74811
-14	0	-7.05423	-0.54341	0.11654	-0.83523
-13	0	-6.83997	-0.63403	0.08624	-0.96123
-12	0	-6.62298	-0.71889	0.03802	-1.06881
-11	0	-6.35506	-0.79732	-0.02253	-1.17765
-10	0	-6.07895	-0.87009	-0.09787	-1.29314
-9	0	-5.79606	-0.95644	-0.19737	-1.37071
-8	0	-5.47414	-1.04182	-0.29586	-1.51062
-7	0	-5.12928	-1.12352	-0.42775	-1.62504
-6	0	-4.78344	-1.18983	-0.58033	-1.70871
-5	0	-4.43745	-1.25415	-0.75531	-1.81696
-4	0	-4.06733	-1.31882	-0.95342	-1.90703
-3	0	-3.68433	-1.38424	-1.17802	-2.00198
-2	0	-3.30674	-1.42273	-1.42193	-2.08112
-1	0	-2.95588	-1.44819	-1.70874	-2.16644
0	0	-2.5983	-1.49652	-1.98878	-2.21608
1	0	-2.24916	-1.49907	-2.31558	-2.27707
2	0	-1.90953	-1.51741	-2.66618	-2.30124
3	0	-1.58798	-1.4974	-3.03588	-2.33367
4	0	-1.29099	-1.47164	-3.41437	-2.36855
5	0	-1.03838	-1.44221	-3.80124	-2.35864
6	0	-0.79601	-1.40908	-4.19772	-2.38388
7	0	-0.58911	-1.38082	-4.63177	-2.37574
8	0	-0.40349	-1.28314	-5.0089	-2.34306
9	0	-0.25805	-1.20471	-5.39348	-2.2966
10	0	-0.14248	-1.11997	-5.75347	-2.21275
11	0	-0.05165	-1.04716	-6.09408	-2.14663
12	0	0.03048	-0.94031	-6.44399	-2.07056
