-28	16	-3.30704	0.03322	0.17114	-0.30686
-27	16	-3.39175	0.01702	0.17332	-0.40903
-26	16	-3.4669	0.00444	0.19365	-0.50062
-25	16	-3.52826	0.01446	0.19033	-0.59947
-24	16	-3.58846	0.02168	0.19632	-0.70935
-23	16	-3.63403	0.02345	0.19745	-0.85412
-22	16	-3.65292	0.02432	0.19508	-1.00993
-21	16	-3.66343	0.01421	0.18603	-1.19864
-20	16	-3.64987	0.0242	0.18319	-1.36396
-19	16	-3.6058	0.02133	0.1859	-1.57568
-18	16	-3.58007	0.01794	0.19119	-1.78606
-17	16	-3.50626	0.02381	0.19614	-2.00956
-16	16	-3.42468	0.02686	0.1769	-2.25411
-15	16	-3.3254	0.03022	0.19489	-2.49396
-14	16	-3.18888	0.02223	0.19965	-2.75197
-13	16	-3.03734	0.02698	0.19388	-3.0105
-12	16	-2.89246	0.0378	0.19034	-3.27375
-11	16	-2.72214	0.03981	0.18964	-3.53941
-10	16	-2.53988	0.03869	0.16926	-3.79356
-9	16	-2.34971	0.03813	0.15926	-4.03978
-8	16	-2.15597	0.03326	0.14013	-4.27933
-7	16	-1.94126	0.05022	0.11569	-4.52206
-6	16	-1.74657	0.03681	0.09687	-4.73301
-5	16	-1.54665	0.03946	0.05888	-4.94634
-4	16	-1.35614	0.04683	0.01039	-5.16702
-3	16	-1.15843	0.04129	-0.05847	-5.33514
-2	16	-0.96404	0.0434	-0.12194	-5.48642
-1	16	-0.78556	0.04202	-0.21161	-5.65563
0	16	-0.62123	0.03047	-0.31137	-5.78949
1	16	-0.4779	0.03016	-0.42668	-5.90995
2	16	-0.33571	0.02647	-0.56432	-6.00779
3	16	-0.22026	0.01356	-0.73445	-6.08083
4	16	-0.11387	0.01147	-0.89997	-6.15533
5	16	-0.03508	0.00419	-1.09756	-6.1983
6	16	0.05208	-0.00221	-1.31275	-6.23846
7	16	0.09784	-0.04321	-1.56309	-6.24745
8	16	0.13443	-0.04433	-1.81403	-6.21847
9	16	0.15641	-0.05385	-2.0517	-6.1736
10	16	0.16776	-0.06235	-2.29381	-6.0942
11	16	0.17511	-0.06811	-2.54882	-6.00292
12	16	0.18414	-0.08267	-2.79867	-5.86053
13	16	0.18123	-0.09494	-3.0581	-5.71986
14	16	0.18321	-0.0909	-3.30235	-5.54724
15	16	0.16782	-0.09719	-3.53851	-5.35719
16	16	0.15858	-0.10965	-3.78006	-5.12525
17	16	0.1392	-0.11438	-4.01334	-4.87396
18	16	0.13145	-0.13178	-4.21989	-4.60472
19	16	0.11986	-0.13694	-4.42438	-4.34401
20	16	0.10863	-0.14556	-4.59549	-4.04164
21	16	0.09212	-0.16878	-4.771	-3.74069
22	16	0.08862	-0.17084	-4.9186	-3.45033
23	16	0.0672	-0.16944	-5.04579	-3.1211
24	16	0.05792	-0.18246	-5.15269	-2.79971
25	16	0.04523	-0.19981	-5.23636	-2.5117
26	16	0.04842	-0.18967	-5.28681	-2.22023
27	16	0.04524	-0.19153	-5.31592	-1.94451
28	16	0.03735	-0.21931	-5.3276	-1.67953
28	15	0.04451	-0.20778	-5.80239	-1.64404
28	14	0.03796	-0.19976	-6.26418	-1.60479
28	13	0.05429	-0.17201	-6.71169	-1.53776
28	12	0.04557	-0.16066	-7.14033	-1.48803
28	11	0.05641	-0.14109	-7.53084	-1.3887
28	10	0.06174	-0.11991	-7.88306	-1.3218
28	9	0.07003	-0.09411	-8.20099	-1.22589
28	8	0.07923	-0.06718	-8.4843	-1.12108
28	7	0.07791	-0.04013	-8.71952	-1.01642
28	6	0.09325	-0.01048	-8.91001	-0.91732
28	5	0.089	0.01266	-9.06452	-0.80787
28	4	0.09773	0.02593	-9.19313	-0.71484
28	3	0.10383	0.04198	-9.27856	-0.59612
28	2	0.10165	0.05033	-9.32704	-0.52844
28	1	0.09965	0.05804	-9.34562	-0.41756
28	0	0.1111	0.04598	-9.33741	-0.33367
28	-1	0.10571	0.03665	-9.29219	-0.27607
28	-2	0.11475	0.00345	-9.21658	-0.18649
28	-3	0.10449	-0.03305	-9.11059	-0.10988
28	-4	0.12073	-0.08063	-8.98953	-0.05531
28	-5	0.11686	-0.16238	-8.85402	-0.00563
28	-6	0.11063	-0.22374	-8.68586	0.04974
28	-7	0.12629	-0.31061	-8.48937	0.09206
28	-8	0.12058	-0.39872	-8.27553	0.11194
28	-9	0.10772	-0.48837	-8.03834	0.14221
28	-10	0.10797	-0.60422	-7.78452	0.16997
28	-11	0.10183	-0.72557	-7.50249	0.18298
28	-12	0.10357	-0.82629	-7.20002	0.19586
28	-13	0.11052	-0.93998	-6.8828	0.23638
28	-14	0.09607	-1.06391	-6.54848	0.24307
28	-15	0.10951	-1.16948	-6.19429	0.24532
28	-16	0.1107	-1.27459	-5.83431	0.26397
27	-16	0.10693	-1.51644	-5.84818	0.24773
26	-16	0.11375	-1.80597	-5.82713	0.24396
25	-16	0.12373	-2.09424	-5.81518	0.24873
24	-16	0.10813	-2.42357	-5.7742	0.24395
23	-16	0.12753	-2.75443	-5.70277	0.23272
22	-16	0.13143	-3.10869	-5.6064	0.23763
21	-16	0.14365	-3.48269	-5.49704	0.21495
20	-16	0.14877	-3.85838	-5.3738	0.23148
19	-16	0.14863	-4.22715	-5.21993	0.21083
18	-16	0.16168	-4.62784	-5.06491	0.18046
17	-16	0.17367	-4.99821	-4.89228	0.19554
16	-16	0.17355	-5.3868	-4.68524	0.19413
15	-16	0.16811	-5.7561	-4.46775	0.20028
14	-16	0.16143	-6.11626	-4.2359	0.1882
13	-16	0.15599	-6.42644	-4.01115	0.15813
12	-16	0.12232	-6.75759	-3.7579	0.16929
11	-16	0.08383	-7.04986	-3.50258	0.14725
10	-16	0.04699	-7.30104	-3.2428	0.14983
9	-16	0.00118	-7.5407	-2.98106	0.14522
8	-16	-0.08835	-7.75535	-2.72407	0.13999
7	-16	-0.15857	-7.91818	-2.45604	0.14425
6	-16	-0.26435	-8.03494	-2.18641	0.14575
5	-16	-0.38018	-8.14106	-1.88951	0.18091
4	-16	-0.52589	-8.20586	-1.64824	0.17684
3	-16	-0.67788	-8.23307	-1.41941	0.17123
2	-16	-0.85398	-8.23686	-1.20357	0.18235
1	-16	-1.05947	-8.18941	-0.99475	0.20229
0	-16	-1.26855	-8.1207	-0.81728	0.19792
-1	-16	-1.49015	-8.02659	-0.66154	0.19831
-2	-16	-1.70129	-7.87312	-0.52571	0.19561
-3	-16	-1.95844	-7.72538	-0.40375	0.19688
-4	-16	-2.21771	-7.50567	-0.28353	0.21749
-5	-16	-2.46854	-7.27833	-0.19182	0.21364
-6	-16	-2.69659	-7.03004	-0.12373	0.23219
-7	-16	-2.95395	-6.74645	-0.055	0.2069
-8	-16	-3.20764	-6.43216	0.00953	0.24739
-9	-16	-3.4234	-6.10965	0.06168	0.24891
-10	-16	-3.65271	-5.78641	0.09967	0.23634
-11	-16	-3.86417	-5.44925	0.12031	0.24531
-12	-16	-4.07376	-5.08403	0.16057	0.2686
-13	-16	-4.26539	-4.71561	0.18462	0.25751
-14	-16	-4.42722	-4.35284	0.191	0.2484
-15	-16	-4.58918	-3.98716	0.19662	0.25987
-16	-16	-4.71931	-3.63524	0.22383	0.27465
-17	-16	-4.84959	-3.30959	0.21716	0.24468
-18	-16	-4.94035	-2.97048	0.23019	0.26777
-19	-16	-5.02087	-2.67227	0.24062	0.266
-20	-16	-5.06344	-2.39467	0.24431	0.24486
-21	-16	-5.09753	-2.14261	0.23568	0.27753
-22	-16	-5.12173	-1.88706	0.23842	0.27276
-23	-16	-5.11112	-1.64831	0.23654	0.26867
-24	-16	-5.08651	-1.43516	0.24418	0.28235
-25	-16	-5.04613	-1.23775	0.23454	0.26853
-26	-16	-4.99835	-1.08877	0.22891	0.26915
-27	-16	-4.93254	-0.96039	0.2232	0.25627
-28	-16	-4.84586	-0.79624	0.23002	0.28039
-28	-15	-5.12135	-0.74726	0.23605	0.26382
-28	-14	-5.39246	-0.66702	0.23268	0.24555
-28	-13	-5.66026	-0.59068	0.22476	0.26299
-28	-12	-5.91102	-0.5262	0.23566	0.26379
-28	-11	-6.14887	-0.46887	0.22238	0.24633
-28	-10	-6.37034	-0.39946	0.22507	0.24764
-28	-9	-6.57198	-0.34048	0.22691	0.22664
-28	-8	-6.7439	-0.29093	0.22842	0.22467
-28	-7	-6.90287	-0.24841	0.2115	0.20167
-28	-6	-7.01443	-0.19797	0.22685	0.18978
-28	-5	-7.12942	-0.15279	0.22316	0.18078
-28	-4	-7.18568	-0.12101	0.2254	0.15504
-28	-3	-7.24253	-0.07539	0.22888	0.1433
-28	-2	-7.26907	-0.03158	0.22388	0.11052
-28	-1	-7.2603	-0.00681	0.22782	0.09364
-28	0	-7.215	0.01103	0.22026	0.06829
-28	1	-7.14496	0.01367	0.22264	0.01581
-28	2	-7.03045	0.04023	0.22261	0.00193
-28	3	-6.89718	0.03338	0.23578	-0.02254
-28	4	-6.74289	0.04371	0.21657	-0.05603
-28	5	-6.54038	0.04073	0.22208	-0.08046
-28	6	-6.33175	0.06312	0.21467	-0.12307
-28	7	-6.1005	0.0292	0.20826	-0.14548
-28	8	-5.82855	0.02284	0.19835	-0.16804
-27	8	-5.95119	0.04825	0.20891	-0.27227
-26	8	-6.1007	0.04149	0.19515	-0.34769
-25	8	-6.19525	0.04818	0.21487	-0.42291
-24	8	-6.27562	0.04576	0.21123	-0.51785
-23	8	-6.34481	0.05589	0.21745	-0.63255
-22	8	-6.37696	0.06518	0.21265	-0.74153
-21	8	-6.40968	0.05495	0.21954	-0.88869
-20	8	-6.39352	0.05045	0.20684	-1.02367
-19	8	-6.36035	0.04481	0.21499	-1.14179
-18	8	-6.3208	0.03959	0.19494	-1.32486
-17	8	-6.22527	0.04062	0.20627	-1.49785
-16	8	-6.11736	0.03957	0.20047	-1.65239
-15	8	-5.96915	0.04005	0.19083	-1.84159
-14	8	-5.79732	0.03881	0.18412	-2.03993
-13	8	-5.60815	0.04425	0.15944	-2.23361
-12	8	-5.38766	0.03201	0.13444	-2.45377
-11	8	-5.16508	0.0214	0.08954	-2.63221
-10	8	-4.90921	0.03385	0.05645	-2.82448
-9	8	-4.63045	0.02785	0.00332	-3.01319
-8	8	-4.3435	0.01991	-0.06873	-3.19952
-7	8	-4.03301	0.01803	-0.1464	-3.36662
-6	8	-3.72089	0.01615	-0.23747	-3.54444
-5	8	-3.41318	0.00719	-0.3519	-3.70209
-4	8	-3.09621	-0.00096	-0.49679	-3.84998
-3	8	-2.7616	0.00112	-0.66207	-4.0228
-2	8	-2.44932	0.0023	-0.85388	-4.14317
-1	8	-2.12173	0.01055	-1.05309	-4.24285
0	8	-1.81798	0.0164	-1.28945	-4.35134
1	8	-1.55975	0.0131	-1.54375	-4.45167
2	8	-1.2627	0.01458	-1.83155	-4.52565
3	8	-1.01761	0.01942	-2.14502	-4.59665
4	8	-0.78478	0.02266	-2.48046	-4.6249
5	8	-0.58909	0.04196	-2.8154	-4.63569
6	8	-0.42772	0.02663	-3.17865	-4.66695
7	8	-0.27422	0.00821	-3.57474	-4.66208
8	8	-0.13302	0.04788	-3.95249	-4.64565
9	8	-0.05294	0.03168	-4.30862	-4.59367
10	8	0.0281	0.03427	-4.66403	-4.51074
11	8	0.07453	0.04145	-5.0099	-4.41815
12	8	0.13268	0.06023	-5.36055	-4.28129
13	8	0.15982	0.04971	-5.69806	-4.16127
14	8	0.18496	0.06437	-6.01504	-4.02034
15	8	0.19933	0.05986	-6.31727	-3.83954
16	8	0.19539	0.07299	-6.61875	-3.66236
17	8	0.18376	0.06339	-6.88262	-3.45569
18	8	0.18258	0.05417	-7.12992	-3.25814
19	8	0.16974	0.04369	-7.36124	-3.05154
20	8	0.14751	0.03229	-7.58548	-2.82053
20	7	0.16051	0.04446	-7.80434	-2.62378
20	6	0.16603	0.05326	-8.02721	-2.40161
20	5	0.16607	0.04261	-8.17279	-2.18412
20	4	0.17112	0.03231	-8.29023	-1.96413
20	3	0.17866	0.00043	-8.39263	-1.76811
20	2	0.17687	-0.06549	-8.45985	-1.57243
20	1	0.17577	-0.14399	-8.48487	-1.35054
20	0	0.18141	-0.26293	-8.49213	-1.17066
20	-1	0.17604	-0.36139	-8.4732	-0.98998
20	-2	0.17462	-0.52	-8.41188	-0.84335
20	-3	0.18843	-0.71001	-8.33031	-0.67109
