-5.40133	-1.20359	0.12415	0.1272
-5.69681	-1.06572	0.11271	0.12331
-5.94777	-0.98936	0.1292	0.10754
-6.21324	-0.89597	0.1386	0.11968
-6.46212	-0.79441	0.1359	0.1152
-6.67672	-0.69899	0.15058	0.11011
-6.87815	-0.62468	0.13776	0.07927
-7.05789	-0.53178	0.14975	0.07802
-7.20644	-0.45411	0.14024	0.03642
-7.34006	-0.37968	0.15252	0.05632
-7.44763	-0.29877	0.15849	0.01491
-7.53833	-0.24629	0.15114	-0.00689
-7.57761	-0.18871	0.16041	-0.04013
-7.60212	-0.12656	0.15038	-0.08348
-7.59944	-0.0903	0.13141	-0.11353
-7.57096	-0.05573	0.13701	-0.16185
-7.49088	-0.0028	0.13941	-0.18525
-7.39127	0.00264	0.15268	-0.25411
-7.26015	0.01857	0.15513	-0.28741
-7.11658	0.02489	0.15586	-0.3374
-6.91905	0.03188	0.1538	-0.39506
-6.6996	0.05168	0.15279	-0.41886
-6.46761	0.06988	0.1575	-0.47622
-6.19609	0.05484	0.15717	-0.51603
-5.90251	0.04927	0.13936	-0.54546
-5.59413	0.0312	0.15115	-0.6015
-5.27946	0.03073	0.14596	-0.62666
-4.95564	0.04341	0.14457	-0.63819
-4.59724	0.04111	0.13814	-0.64542
-4.25426	0.03735	0.13993	-0.66242
-3.90709	0.0271	0.14634	-0.69014
-4.28451	0.02265	0.14646	-0.7207
-4.66318	0.04658	0.14811	-0.76924
-5.0489	0.04159	0.15487	-0.82068
-5.42816	0.0544	0.15366	-0.84605
-5.77871	0.04974	0.16614	-0.86617
-6.10772	0.05197	0.16523	-0.87278
-6.43141	0.06655	0.16897	-0.90545
-6.69498	0.05401	0.17083	-0.87139
-6.95234	0.0357	0.18442	-0.85087
-7.1566	0.02612	0.17943	-0.82715
-7.32222	-0.00459	0.17463	-0.79313
-7.45687	-0.05239	0.15694	-0.74453
-7.54847	-0.11522	0.16739	-0.70818
-7.59222	-0.20047	0.16297	-0.64288
-7.60294	-0.32064	0.15387	-0.60295
-7.56819	-0.45297	0.1418	-0.52677
-7.49749	-0.63376	0.14483	-0.45337
-7.37734	-0.84581	0.14088	-0.40715
-7.24005	-1.07454	0.12738	-0.34229
-7.06928	-1.37183	0.11535	-0.2857
-6.85549	-1.67139	0.10568	-0.20757
-6.61778	-2.0217	0.09576	-0.15814
-6.36042	-2.41164	0.07597	-0.10071
-6.06546	-2.81548	0.07356	-0.03964
-5.73613	-3.24073	0.06945	-0.00982
-5.41057	-3.68572	0.05088	0.01178
-5.06017	-4.14892	0.04552	0.04973
-4.68192	-4.61139	0.04123	0.08857
-4.3193	-5.0649	0.03368	0.10838
-3.9409	-5.50246	0.04706	0.16457
-4.2028	-5.21833	0.01989	0.11492
-4.44434	-4.92434	-0.01133	0.06131
-4.68719	-4.58651	-0.01924	0.03232
-4.90395	-4.27218	-0.0474	-0.01088
-5.10991	-3.91668	-0.05635	-0.06516
-5.30485	-3.58171	-0.07957	-0.13997
-5.48617	-3.232	-0.10403	-0.22729
-5.63854	-2.88748	-0.12353	-0.3182
-5.77891	-2.55581	-0.138	-0.44436
-5.89221	-2.21881	-0.1501	-0.55787
-5.96945	-1.90963	-0.14565	-0.68455
-6.04706	-1.61834	-0.15643	-0.83037
-6.07664	-1.34223	-0.15163	-0.98244
-6.09347	-1.10577	-0.13995	-1.1488
-6.06624	-0.87452	-0.1412	-1.33181
-6.01946	-0.67672	-0.11938	-1.48845
-5.94168	-0.51296	-0.11193	-1.7132
-5.83847	-0.36181	-0.09683	-1.89537
-5.71297	-0.24728	-0.07295	-2.09091
-5.54954	-0.1544	-0.04553	-2.29607
-5.36358	-0.07539	-0.0199	-2.4916
-5.14077	-0.00973	-9.00E-05	-2.68722
-4.91083	0.02879	0.02837	-2.86795
-4.65346	0.04974	0.04581	-3.03089
-4.36764	0.06021	0.06693	-3.1936
-4.08559	0.08195	0.08124	-3.34542
-3.78517	0.07429	0.11529	-3.46141
-3.48882	0.06956	0.11422	-3.59799
-3.1743	0.06969	0.14036	-3.68031
-2.86567	0.05502	0.13529	-3.77855
